month,platform,brand,legalEntity,comuna,project,pepCode,campaignName,amount,invoiceId,invoiceDate,paymentDate,paymentReference,referenceId,referenceType,chargeAmountValidation,matched,mappingBrand,cartolaMatchStatus
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Antofagasta,Valle del Mar,I-ALM-1453,Antofagasta | MR | ValleDelMar #2,599614,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Manual,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Almagro S.A,Antofagasta,Valle del Mar,I-ALM-1453,Antofagasta | MR | ValleDelMar #2,2029,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Manual,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Arcilla Roja,Genérico,Almagro Hub,I-ALM-2189,Nacional | AO S | Por Categoria | Always On,125015,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Arcilla Roja,Inversionista,Almagro Hub,I-ALM-2189,Santiago | AO S | Inversionistas 2,60836,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Arcilla Roja,Providencia,Almagro Hub,I-ALM-2189,Santiago | AO S | Por Comuna | Providencia,930554,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Arcilla Roja,PPP,Almagro Hub,I-ALM-2189,Santiago | AO S | Tudeptoestupie,69515,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Arcilla Roja,Providencia,Almagro Hub,I-ALM-2189,Santiago | MR | Hub,440170,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Manual,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Arcilla Roja,Providencia,Almagro Hub,I-ALM-2189,Santiago | MR | Hub,7791,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,Manual,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Arcilla Roja,AON,PLP 1,I-ALM-2226,Actividad no válida...,-254,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Arcilla Roja,AON,PLP 1,I-ALM-2226,Costos operativos regulatorios de España,1393,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Inmobiliaria,Arcilla Roja,AON,PLP 1,I-ALM-2226,Costos operativos regulatorios de Francia,273,5684413120,2026-08-31,2026-08-31,,5684413120,invoiceNumber,Sin match,True,,Pendiente cartola TC agosto completa
